"","wt_nt.1","wt_nt.2","wt.1","wt.2","ako_nt.1","ako_nt.2","ako.1","ako.2"
"TC0500000306.mm.2",7.25782197490244,7.20105706399773,6.25220266742472,6.77699742927012,7.85496413840865,7.80114242739208,6.64625198048665,6.87493483967886
"TC1700002344.mm.2",9.53673157269987,9.99377045547567,9.20450971981295,9.71868237867427,9.85986786499365,10.1978333362292,9.38551928164832,9.71520904011283
"TC1900000529.mm.2",6.70934136006553,8.07182047006842,3.49208032152767,3.742064962048,8.49318028564632,7.54393940891473,4.2360565654679,4.41936959107495
"TC0200004737.mm.2",7.88792522287535,7.89698505197827,7.18418088568835,7.01148088362516,7.674477471221,7.61600941135474,7.43154645713329,6.99830475552475
"TC1300002619.mm.2",9.28625263299927,8.93875558608663,9.18359350677016,8.52669899140802,9.0873026623667,8.99107922730866,9.1564584320298,8.61158888176629
"TC1500002071.mm.2",2.92858991661632,3.68232479421803,3.32946304498713,3.29759080876468,3.56901687107031,2.96504698005063,3.64118350104589,3.35980687537351
"TC0100001262.mm.2",7.95210517334296,7.64783380208078,8.11450603192563,7.92757152399599,7.39598592254479,8.18668011287969,8.06103425812512,8.30882189026527
"TC1100000609.mm.2",8.90788388262038,8.57954880282167,7.99520280449074,8.09696591705709,7.76900679161046,8.6291464493269,7.99133994249417,7.95153191669355
"TC0200002314.mm.2",7.98622773056149,7.34490099670915,8.33069395750717,8.10492828529651,7.34883175082028,7.37220985014634,8.33856514866975,8.39684041675243
"TC1200000007.mm.2",6.84120982490014,7.4254774707702,8.15774747049953,7.75567609466483,6.80645111791719,7.37813530861353,8.0339391555643,8.1349008487347
"TC0X00000958.mm.2",5.79692855969114,6.19370213789104,3.63068598686324,4.68079826071509,6.72793874714235,5.62287730038616,3.95864871031995,3.64022595569178
"TC0200000801.mm.2",4.47196923728369,4.11121324917838,3.73445167403853,3.66954004160229,4.12739024157045,4.06850227359651,4.2146828425073,4.42550761796019
"TC0900001462.mm.2",4.51451918061801,4.62443947846182,5.2269568544558,5.64442785539815,4.61438016797271,5.51933947592813,5.72081462983435,6.15685184528495
"TC0100001491.mm.2",7.68810836721531,7.71755651602312,7.3717890271182,7.33910844904719,7.81229791722323,7.79333071005612,7.40722092120675,6.78446512878166
"TC1700000424.mm.2",6.18078772155837,6.7693113821866,6.39301183789963,6.23110492499839,6.71236901505973,6.85268946371861,6.1721131065973,6.03921955619299
"TC0800002739.mm.2",6.91262425879689,6.56173886421086,6.15701285095744,6.61570816205738,7.18892183932821,6.88860767632171,6.05600406773684,6.31160540971979
"TC0100003508.mm.2",9.61147677411114,9.84534490576513,9.25867248371788,9.46450201514531,9.69070749452395,10.1673627684305,9.3026377272607,9.50664721256006
"TC0500000710.mm.2",5.01889819016513,5.4926839609898,5.25732687344716,5.30759566381735,4.87186852842429,4.91703994151268,4.82574507980433,5.33171318123758
"TC0300000060.mm.2",11.025747614203,10.0697961406748,11.1095848781896,10.592369116723,9.6829277352016,10.8805016613637,11.4924351799097,11.323711278146
"TC1900000953.mm.2",6.22040709122126,6.16449615354416,6.64471874687203,6.6695478123004,5.95150338333452,6.06250619487493,6.35128094413483,6.4514289478193
"TC0800000971.mm.2",4.30432892774697,5.16538659019902,4.48750363902874,4.20780174883068,4.55639315036783,4.44358154914059,4.74793027632849,4.87114557993336
"TC0800000823.mm.2",6.55631996684365,7.70618021141366,7.24047399792003,7.1802757023593,7.35832508889095,8.45921722398463,7.63606352173275,7.36781286402711
"TC0500000599.mm.2",7.8845181757908,7.61074819891662,8.93604875027346,8.82240643061429,7.25548370930165,8.31581715761963,9.17064672701165,9.08937727063948
"TC0400002694.mm.2",6.7562534072235,7.47614126247339,7.21173143931802,7.58809536154995,6.92822152489619,7.71990723658506,6.77695495720795,7.47637686903939
"TC1900000373.mm.2",7.96300696340322,7.8385296017528,7.22025479195458,7.32885276226046,7.00047819199955,9.00263301376662,8.01563221505966,8.39278727315835
"TC0700000796.mm.2",4.20989746742168,4.56429958841175,4.58790468350487,4.3159075287508,4.83366197899011,4.68178102172553,4.4702126648705,4.22515070521061
"TC0700000786.mm.2",5.7055636271716,6.59928648320492,3.77387578596931,3.57174723713764,4.0017847077551,7.6805266036318,3.88644742320916,4.32763977443275
"TC0700000791.mm.2",3.56320662061555,3.10639775778865,2.72167011763482,2.92040040046976,2.91612000526961,3.13771073283156,2.74816416485172,3.00038471988852
"TC0700000795.mm.2",3.77876133492491,4.08569249570564,3.9767707648283,3.87448019484959,3.67255531737558,4.17112626818434,3.58801346312431,4.16073062493449
"TC0700000784.mm.2",4.21852582915053,3.99538701780877,3.33932421651492,3.31748265333007,3.7245571621479,4.22835162966084,3.26885698187477,3.20288124492476
"TC0600003264.mm.2",5.01459614192646,5.03257038623476,8.73888819577752,8.39009889497152,6.31370794920721,6.2013655202521,8.94557898948915,8.33734195788718
"TC0600003608.mm.2",3.60929002079116,3.66138492030801,3.74639570398651,3.17604098732579,3.29215753847899,3.51757322597032,3.91494545944477,3.86658605487404
"TC1600000501.mm.2",7.02095091259355,7.44964806847522,7.15695101407396,7.76604912071594,7.06375873043198,7.57302624438218,7.46409875453718,7.21774954765392
"TC1100003941.mm.2",9.69268077066094,10.2888472553516,8.85518993409154,8.78849145659792,10.5938672891147,9.61662960027628,8.92483337111083,8.45701523510595
"TC0300002127.mm.2",7.4237654985363,6.82937598442516,8.3758340629584,8.25913107641315,7.41599893577576,7.67812387386237,7.99864043406255,8.52858394284448
"TC0200005052.mm.2",10.8246535742365,10.7583921723513,10.1640987724746,10.3185319408846,10.5555004701214,10.9682144872766,10.4373581044941,10.6468431060657
"TC1100003751.mm.2",5.05725777924493,4.82421148475108,4.57718257078743,4.89851509925892,5.4128489739549,4.61515814366931,4.80739407326272,5.0147617429618
"TC1100003706.mm.2",5.37177727121746,4.98398518557544,4.50232814356098,5.06006812624537,4.90703379816678,4.88488941429885,4.62475939545659,4.98297036434614
"TC1100003760.mm.2",4.92458815593379,5.26096234993866,4.64286204013167,5.31353617816614,5.76284579821308,5.298282880746,4.67640401277279,5.23757778118104
"TC1100003762.mm.2",3.76863400213423,3.64199297292186,3.41662606431596,3.65005062202329,3.36428146795311,3.25942404378091,3.23016636452887,3.5497963548291
"TC1100003758.mm.2",3.82823975869168,4.403061814311,4.35004394254673,4.15689250260004,4.28714784290915,3.86623293740009,4.1176890818979,4.36403776216141
"TC1100003750.mm.2",3.68506436078497,3.87690707038437,3.89030928530786,4.1685069353251,4.40013194867793,3.6827155556927,3.78873366232238,4.23789997748815
"TC1100003754.mm.2",4.00637759740196,4.41764867033787,4.67489172243723,4.90166475560675,5.18807129876741,4.53640207999179,4.05471553181453,4.84435017462808
"TC1500001075.mm.2",5.58441894298328,5.06726753442532,5.11140331025609,5.43994683573009,6.01554906748375,5.42256374144695,4.95612966336751,5.13506235863268
"TC1600002037.mm.2",3.46913309545401,3.71429412465053,3.840753120597,3.57989713006478,4.08144087185241,4.11916782033461,4.06946701605035,3.80859938499615
"TC1600002035.mm.2",5.5578024156442,5.46429347158574,5.68636863456349,5.18965957287866,5.10643283951536,5.19240884942005,5.21812207779098,5.55105256479835
"TC1100003315.mm.2",6.7300339306987,7.09423722456666,6.66348909948052,7.37315112679618,6.46773950795091,6.90978203785896,6.91774682053271,7.4721923600073
"TC1400000517.mm.2",6.61663497967604,6.29655139064547,7.58383927237823,7.27305167655383,6.64856756636591,6.66514014949244,6.12401573832087,5.33175496856784
"TC0X00003429.mm.2",6.58159997538484,7.73923440433789,5.25437135714869,5.74313300310862,8.2427280383149,7.68252913392346,5.99618265080428,5.84609895050347
"TC0100001256.mm.2",6.37397494203835,6.21837451444318,5.60571255246569,6.1962492847331,6.01587944292895,5.88965249191208,5.9384746166004,5.81158723439099
"TC0400001639.mm.2",9.61156667521262,10.6629686810897,3.95288050598498,4.76985462190716,11.247136233506,9.4206814196219,4.87563352213955,3.80577673351901
"TC0600003125.mm.2",3.8262216553843,3.87120137492446,4.96395635448994,4.54373761673809,4.4028412744723,4.73636162682767,5.04459544574673,5.17173862250759
"TC1000001919.mm.2",3.48605269943307,3.19907708328607,3.35879850514246,3.61348982626057,3.65674466453701,3.10616691772032,3.29193161600149,3.65047027706975
"TC1800000103.mm.2",6.19846099756285,5.99049777034614,4.32385366742042,4.02254145907024,5.41797775261461,6.0222660763442,3.89581536631732,3.67865525473698
"TC0200005402.mm.2",5.72990765893248,6.0473369830872,4.94489100883255,5.59038798718946,5.59955583140141,5.15122782685344,4.85707249929787,5.79380750065088
"TC0100003272.mm.2",7.00380385114175,7.10402600977871,7.38593563954343,7.56641151081979,6.73537962036614,7.20820349387479,6.66446619225101,7.17583753542327
"TC0900001595.mm.2",10.5203563617395,10.1750002430848,8.91277950369425,8.86322919839739,10.6508788752611,10.0796685393405,9.28922698184214,9.37668628706945
"TC0800002471.mm.2",7.37789957538054,7.71553207003172,7.19382902460688,7.56103969269659,6.59392178411921,7.53353975509811,6.3707257764026,6.98779145626176
"TC0700004273.mm.2",6.8781215392088,6.24305135251225,5.85758746081518,5.9196944190025,6.52810576379358,6.64291999267356,5.62063389278942,6.28417551144246
"TC1000000048.mm.2",8.82033455484051,8.35237447561763,9.27615484410512,8.9274787129627,8.49203311485344,8.79418761035236,9.21533614588813,9.01146478501542
"TC0700000403.mm.2",9.87738772062534,9.6967951443299,9.02411988175666,8.87552480777188,8.73332003735455,9.61176634706846,9.33696709666587,9.21056560390018
"TC0200002426.mm.2",5.34173762179026,5.77076325649049,5.18530661184627,5.34876517390191,4.69363655797188,6.1886014143397,5.19844786854536,6.25192800791381
"TC0600000920.mm.2",5.01055738441117,5.35739859591274,4.69182724711893,4.84800612005922,5.44984672753075,5.22252040978974,4.58354771822962,5.10871026803468
"TC0200003303.mm.2",7.33154250162672,7.2031470974968,13.3282440876694,13.3677120071216,6.24680091543345,7.19573327154864,13.4672858361986,13.35243496911
"TC1100000362.mm.2",8.30271185252687,7.95045813344722,9.70003280517305,9.67788508323828,8.34142601973451,8.3649344145248,9.87244648138917,8.75925793427737
"TC1900001594.mm.2",10.7077705473175,10.6113409473786,10.7171609947531,10.1321367662091,10.4870517047474,10.7317954785586,10.4568124541149,10.0467654244635
"TC0700000881.mm.2",11.2802600033001,11.2642596052619,11.5995600520867,11.9810590646223,11.7715095221388,11.3589059621487,11.8469978647805,11.7277942803001
"TC1100001860.mm.2",9.2189570644887,8.46371909089603,9.13312612179025,8.58777445366976,8.7820079673655,8.48136570218521,9.09726888556143,8.62616456630246
"TC0900000204.mm.2",7.85433561941688,8.93511848024183,7.95041857188876,8.94164182855294,7.55523391241777,9.28845157384104,8.13577677834256,9.35413057034211
"TC1400002493.mm.2",4.32281968778619,4.70805733705966,4.39147333778984,4.83156728957369,4.28230241597221,4.73627221306391,3.8767662704325,4.95564751295062
"TC0300001330.mm.2",4.24461664266942,4.49135997381639,4.00723794027475,4.61853235019255,4.49277449396585,4.35010654676316,3.8924218024926,4.57577169695095
"TC0600000222.mm.2",3.88837224580338,3.65664189272405,3.76863751749533,3.84127113766679,3.58596958974068,3.3271091517082,3.2884309558226,3.4488102415861
"TC0500001695.mm.2",9.08711839605725,9.0482300393115,7.81914514158061,7.42208702680188,9.49034140719043,8.57769677213695,8.04788845546581,7.83572329032196
"TC1500000658.mm.2",11.959740825805,11.9235432075518,10.8104655408532,11.0333964473428,12.0941938685013,11.8978735942623,11.3116357734462,11.3489377375602
"TC1400000513.mm.2",12.2982163952108,12.1659816288692,11.6490155119031,11.9784776499976,12.4479841416048,12.7034690948326,12.2646615207015,12.4724061487936
"TC1100003314.mm.2",10.2582649397916,10.7245360259994,11.8142127151299,12.1663139502404,10.7307183365239,10.7600496140107,12.0728211772582,12.2238609903324
"TC0700000846.mm.2",5.26880545915802,5.06379435152007,5.15057705611036,5.37558639959664,5.46457765959722,4.92758058791315,5.50306013958513,5.5386010439273
"TC0200000697.mm.2",4.4631317049263,5.02509222552328,5.5032956952141,5.16503366665864,5.1642181615121,4.87605099103783,4.46797594033847,5.86860154439136
"TC0200003181.mm.2",5.00225120414636,5.52787561834884,5.30399238348979,5.59724409681544,5.74404898128643,5.32007694517847,5.15192381372615,5.70758501887619
"TC0100003175.mm.2",3.94360161511175,3.6529121311726,4.14591995461445,4.35121868520239,4.32527614321153,3.84096168363565,4.70849992789814,4.06436978584832
"TC1100000041.mm.2",5.91247882654072,5.46025522565131,5.82325331673806,5.63946602707995,5.23644343097651,5.07222295294087,4.82252883935257,5.7282891956617
"TC1500000045.mm.2",6.81876632608787,7.82686895740854,3.82006512244068,4.08612986627333,6.26024272809773,6.77214408547841,5.25480244915426,4.73540696261072
"TC0700000161.mm.2",6.49236399953131,5.80331031327032,5.38937586183538,4.81009054316092,6.79914449102588,5.66472876980696,4.77014354501519,4.67139912264016
"TC1100001232.mm.2",5.5843693192309,5.60149022871585,5.58922982066886,5.41854836285871,4.98901559077643,5.28930732748847,5.63304748167419,5.18595824920656
"TC1900001419.mm.2",12.0678431816227,11.9313928540069,11.341506639801,11.6232888453665,12.187509149564,12.3278693458988,11.5199362836976,12.1162062576619
"TC0700002632.mm.2",7.60126002178631,8.01343774064748,8.4343288044909,8.20745873054193,7.09845333961121,8.12915631730719,8.54147667507949,8.58741317112512
"TC1800001595.mm.2",4.72720411772178,4.84747828681086,7.02123281096966,6.96011467832285,5.33190852388939,5.19369339096833,7.09303214081813,8.02342654703291
"TC1100000759.mm.2",6.03723015820108,6.56482437875159,6.77902066792534,6.99445448280576,6.50292786984299,6.6891868461168,7.04409566871098,7.60478630079475
"TC0300002313.mm.2",9.75151506742747,9.72850300994259,8.28813762087685,8.29519228635791,10.3190333786724,9.51817761195197,8.45171268904649,8.58762044402554
"TC0200001546.mm.2",8.94491726921865,9.04785593175439,7.54995989467747,7.72373391962452,8.220769422051,9.70549771160537,8.22008198644481,8.27027963454195
"TC0300003067.mm.2",7.65834022580057,8.07947343251068,10.1979528575512,10.4165780399882,8.59928784962075,8.64166464403315,10.0428451507896,9.91830892689063
"TC1700001902.mm.2",8.58336635905707,8.4975847523753,10.0228418260276,9.61518786043123,8.34315987378641,8.45065822600662,9.8115015029194,9.82557859475168
"TC1700000622.mm.2",9.55547136276037,9.98514653377521,10.8505553276967,10.6893064758845,9.63571068320542,9.73112943984914,10.7241003986173,10.5213678952409
"TC0200003329.mm.2",7.10213738531275,6.81859659413254,6.5540012526814,6.62025306733248,7.0038974172877,6.90514576155212,6.78683455315967,7.27875254958839
"TC0200000037.mm.2",7.63297561420707,7.36063000066075,8.48563074910997,8.05869671533644,7.78424921307004,7.53574483735304,8.96430317093883,8.39954747493495
"TC0500003198.mm.2",8.69200661365282,9.51192970911101,8.3109198183507,8.7983647961048,8.42871583908386,9.34370338332879,8.61213473001069,8.84438295269691
"TC0500002608.mm.2",3.94352295504203,4.40344478187209,3.85084138597336,4.39869777896237,4.50036280761691,3.93346577377953,4.5563751743056,4.05095880890854
"TC0300002382.mm.2",4.74016392211271,4.89452650596294,4.73480681860636,5.13144566475467,5.10730577768363,4.75528268706786,5.35710746381269,4.63643708338669
"TC1800001334.mm.2",4.49620020104754,4.6692039612096,9.28175316007027,9.64282852362092,4.28623243684499,4.1985039529413,9.4541231218477,7.81776681040658
"TC0900002391.mm.2",3.75359099055819,3.50133161759052,3.66245450227511,2.97574019781511,3.85647061833013,3.02957884990176,3.19482874909343,3.16559340084032
"TC0600000914.mm.2",9.67408629960883,8.65584832228654,9.4241525292001,8.89935710430234,8.31946320792215,9.42604433215924,9.80381513651056,10.5029646744453
"TC1900001240.mm.2",12.5930420656332,12.0059068404406,11.0715348224054,10.8367462418133,12.5258542966526,12.4762818362164,11.0720417732992,11.1735452067001
"TC0800000707.mm.2",12.4969714949221,12.4519622840156,11.4989208407415,11.8493230140992,12.7223731676701,12.9408876483627,11.8089227183527,12.0759346621158
"TC1000000883.mm.2",8.71940528889149,9.70605684115206,9.59259621926405,10.6105905108394,9.32474117532609,10.2443539903842,10.0028585377275,11.1180878676649
"TC0600001709.mm.2",8.7225011755936,8.67816560920588,7.93866060429854,7.85363721606664,8.52186813212694,8.75027945553004,7.46880873566056,7.86008881800576
"TC1000003119.mm.2",10.8030135832718,11.2477072990328,9.90041278298477,10.1015353709428,11.2571653538685,11.1673336040077,9.8495107083352,9.71925085059837
"TC1900000882.mm.2",7.26896609272984,7.25738040027947,5.99732145367356,5.98787125646522,7.20458876881108,7.27825049267613,6.38841025844295,6.35868748603205
"TC0600003302.mm.2",9.05417559329449,8.32013046486751,7.8704152209823,7.24020397863425,8.04934985987328,8.38064110627472,7.5373197169608,7.22206273217762
"TC0400001135.mm.2",5.58858131202363,7.25098182675886,7.42053338504003,7.98194659350989,6.67175474329208,7.47193042205943,7.09504677648188,8.35277581353334
"TC0500002244.mm.2",9.33842889283287,9.49701640931765,10.192213065287,10.3566465641592,9.5256331134947,9.68553718058901,10.1786333468666,10.0816040081007
"TC0100000884.mm.2",8.50279316658723,8.69461650467852,8.05505389332116,8.32669812514078,8.87798356621832,8.4759734671145,8.20715600983182,7.93315973083795
"TC1200001676.mm.2",4.06163026909801,3.77605335185658,3.75899100498615,3.87777128409595,3.14763149921047,3.40008145677429,3.35966616050785,3.48030963145587
"TC0700002078.mm.2",10.0918711518898,11.1917801850913,8.54397956170463,8.50546781998394,9.96973794651367,11.1957661923232,9.13634857660584,10.1675377475041
"TC1000000744.mm.2",8.42427936234948,9.28291690942028,8.10911283180788,8.56233705384623,7.47773824680045,9.32101127975226,7.78064812336389,8.20985051339631
"TC1700001953.mm.2",9.77417079068626,9.25564662558676,10.6532286562652,10.5128287073367,9.38348500907026,9.12481761757175,10.7721369205251,10.5949869311929
"TC1700001955.mm.2",6.77401345417772,6.61112470914796,7.72555613663608,7.77179447214336,6.78306349225962,6.5229887852262,7.49876134814302,7.78561913688946
"TC1000001131.mm.2",8.18648157157896,8.31784857851485,7.4545329870206,7.72424732192463,8.34794571690274,8.6561013471314,8.24602518917133,8.06787235909491
"TC1700000673.mm.2",5.02979989240376,5.55806956134576,5.37354428271295,4.72322901867299,4.9752396859173,4.95832361452868,4.95143191721419,5.51637328679162
"TC1900000082.mm.2",7.31556091509127,7.5184277546952,6.29166111115591,6.62576058331125,6.54284788186416,7.11621360760305,6.07657014257013,6.30080825489834
"TC0600003145.mm.2",9.62623626253902,9.61233308192272,10.1714140850931,10.0608100295792,9.33780728770325,9.75622251918463,10.0589421228439,9.91406968760874
"TC1100002666.mm.2",8.13051463502785,8.56325115316744,7.533955190549,7.48622992204741,7.94680535014421,9.09965171336136,7.6303679675221,7.82249265301631
"TC0300002113.mm.2",9.88189733720933,10.1020092332191,9.96160290104566,10.0949665508617,9.30586760757925,9.69682607767518,10.1177767239595,9.95183072925307
"TC0300001306.mm.2",7.27126532906987,8.92503755581589,6.54833838086674,6.73137747891784,7.47302443107811,8.84378781382023,5.85335455480342,5.92248101393784
"TC0200002549.mm.2",4.35430464905327,4.94437656121826,4.89622180027323,4.76404693097379,4.50313780258807,4.72614935640975,4.04010044287052,4.79966630940167
"TC0200004308.mm.2",2.967505275422,3.19824655895846,3.02375179717255,3.49256892055661,3.00429567700707,2.58894238201833,2.74885069485418,3.41817889957334
"TC1800001138.mm.2",7.47695545195681,8.22052148270154,6.64355858695254,6.58171077717114,7.83469375482528,8.34778416152608,6.1485143880572,5.95077982716882
"TC0700001198.mm.2",8.03673534944575,8.92511506408741,8.49571255819355,9.33700040676861,8.03527281261989,8.80417663580246,8.63904130685003,8.454923626696
"TC1800000758.mm.2",5.43718920295288,4.34612002881408,5.02902021466801,4.13581303384777,5.185813688195,5.72570584658949,5.42739511073012,4.25732853238441
"TC1000000831.mm.2",6.01901640914861,6.17016916087147,6.40280676618789,6.42868616145922,6.20886493844179,6.16060666449301,5.86853599989542,6.51791512062918
"TC1500002292.mm.2",3.4915540400134,3.37085265757202,4.01600078170814,3.95025524688351,3.82415361665562,3.70886034339032,4.19543375522384,4.11675079886285
"TC1900001498.mm.2",9.45079503354131,8.24680378589148,9.28526243418009,9.21701114427805,9.0103312272351,8.00055199449123,9.29151408013599,9.20954022434132
"TC1300002697.mm.2",7.32297440150283,7.31985434796397,9.04472637787878,9.33554686335624,7.72846368425026,8.07747149381158,9.35408729633357,9.14395347464588
"TC0400001391.mm.2",4.25440606032764,4.74918860682556,4.03163436994745,4.66058453644716,4.42193391300698,4.31354713881413,4.25134148323137,4.87451290593097
"TC0200004811.mm.2",10.5474855275885,10.6859462317342,8.53738212620864,8.74966797266256,10.7764080750358,11.1554504523713,9.30889600555582,9.75806430731217
"TC1700000799.mm.2",3.54326794174167,3.08703737159478,4.16320386057598,3.42096739885867,3.26090118122414,3.61190779837621,3.74871775326862,3.86266779899243
"TC1600002016.mm.2",3.39549332930188,3.7220941604894,3.90038429665355,4.34895156550613,4.91529008143806,4.27816788439084,3.44862713269196,3.38472429135943
"TC1500001729.mm.2",5.30031560320247,6.59549440552318,9.12015781179543,8.78700047646525,6.03770671215622,6.51548332774726,10.9203334488368,10.1802330555013
"TC0100002963.mm.2",7.08468124038744,6.29040149110384,5.12996469235226,5.52327141546056,7.19853964171082,6.68488416732098,6.4041501967029,6.09829265048243
"TC0400001710.mm.2",8.29399537883826,8.16366381569996,8.05266005289327,7.86874271147539,8.35051941934416,8.38903917382905,8.02578365810339,7.77240284148807
"TC1500000555.mm.2",5.26404957773975,5.1323570759872,5.53926655562085,5.50015041204646,5.44191047477114,5.15854241662556,5.83954303417111,5.64329187609323
"TC1700001857.mm.2",8.16862767844005,8.06049687763003,8.45152428169527,8.52813476597717,7.68769503439337,8.5514463939817,8.69073560760742,8.90571061500697
"TC1500000331.mm.2",9.1675962439799,9.09968695255711,8.60782256464872,8.46213503840007,8.99560182966236,9.26979289134253,8.91258766181215,8.73697063811317
"TC1100002000.mm.2",5.25490653368429,4.75783834254289,4.66843136392157,4.81154103020745,4.90816604302293,4.43048006596095,4.36590263114705,4.76528923009837
"TC0X00003012.mm.2",6.18646970964091,5.80222178509295,5.60425466190095,5.36222760387871,5.36534910223647,5.62230288001092,5.29121979017974,5.76585218961073
"TC0400004003.mm.2",7.23327499417179,7.72166112634412,7.03130430459125,7.74103005481597,7.41067520370625,7.79822420703915,7.34916391922651,7.83285322750463
"TC0600003250.mm.2",3.76741496260395,4.16391261726029,3.9061586682073,3.48858428248283,3.60316071538519,3.31705273528877,4.08618351768513,3.73380644044786
"TC0700000073.mm.2",4.96157422542203,5.30273928712627,5.15392425283797,5.06222860540783,5.58275360182424,5.56160365861974,5.46047112737125,5.09015346380208
"TC1500000785.mm.2",7.33245452526097,7.70611050659502,7.05280353684785,7.64447053097388,8.03953180865524,7.85012867617658,7.23363528468922,7.49993390859316
"TC0800003235.mm.2",9.9414121102794,10.135906486487,10.7767991464839,10.5321440847656,9.50627952428758,10.2611791309638,10.4101689079582,10.4293979321014
"TC1100002946.mm.2",7.22771467102161,6.99706484689117,7.11134533767503,7.41522011380735,6.91148858365869,6.93309933665468,7.52161090282519,7.69355978615108
"TC0500003464.mm.2",7.17787326539243,6.4581931032707,8.8352466229268,8.459422714921,7.31873796349395,6.37942699371203,10.0322167191626,6.58238866529137
"TC0X00003360.mm.2",12.0269811404001,12.181777997011,11.5528527889073,11.6954981103719,11.8683699938179,11.9458435597416,11.658195866758,11.4114718306975
"TC0X00003359.mm.2",10.1080900548843,10.1961625031537,9.60828291691042,9.71331901826308,10.0313408915455,10.0176891216011,10.2557849212837,9.38555633012436
"TC0900000124.mm.2",4.74707510638507,3.98708246395224,4.59177243664768,4.43388736735434,4.08515967037468,3.88272861748016,3.36239204571874,3.51684899123263
"TC0900002269.mm.2",5.40533790690141,5.03429608319093,5.49384186746216,5.34344392567305,4.66769619759333,5.63098418801779,5.52075045175889,6.24694482246883
"TC0300001626.mm.2",7.97866248874645,7.73779240032191,7.22955116162134,7.04346709119248,6.76558023518088,8.14864594738698,7.08881017126206,7.67961487808022
"TC0100000044.mm.2",9.1717315490661,9.13037997917795,9.0926187889454,8.60957862034422,9.3499376016204,9.0905765587723,8.75139434275242,8.49751422711068
"TC0500001338.mm.2",9.638317273513,10.010809383253,10.8633623785296,10.8067716998657,9.08650452839214,10.0294471035849,10.82965676317,11.3119405023686
"TC1100002045.mm.2",6.66467076355242,7.44721528157216,6.06544732450034,7.11982363869132,6.69434949587311,8.40812248591075,6.83916580475143,7.6959406681119
"TC0200003601.mm.2",3.90538783152382,4.41071631838471,5.91292371151149,6.16243286015478,3.46546429404827,3.80608914651264,5.50713487234454,5.76192163408323
"TC0100001713.mm.2",8.25775681822307,8.40778738568162,9.05866415589033,8.88957652046406,8.65919665728126,8.64741679501176,9.01095607464251,9.17458286719642
"TC1500000053.mm.2",7.56318494444632,8.03362773692356,6.73368576174994,6.48632722934121,8.84110020608779,7.33549524644517,6.79616339568635,6.16225039545077
"TC1600001054.mm.2",5.76012910739059,5.85438771469164,5.48605032369281,5.80152737594642,5.92791886328173,5.75776610574121,5.43533891596691,6.09136674776173
"TC0200002961.mm.2",7.77483721066624,6.90400924755037,11.050997147091,11.1338113066173,7.33403023506176,7.86808931194345,11.5876064818323,11.5829059040181
"TC0600003489.mm.2",7.39713988393166,6.85333695661286,6.51509231143873,5.79106963020187,6.59631246132347,6.94853779875403,6.73580478547232,6.3771842916584
"TC0800001623.mm.2",2.98470512549784,3.32289149631603,3.64572954195523,3.89069617970722,3.24919676644967,3.1807783555561,3.820375900513,3.46751782053743
"TC0800001619.mm.2",5.09079107687857,5.65301974049462,5.34869661809005,5.2957496619269,5.71064130082063,5.57440213384743,5.35958755207831,4.82705040298323
"TC1500002037.mm.2",6.33359744269938,6.9248571996348,5.82821129527182,6.14003471013055,6.71777533261345,6.42983317364317,5.51765943465778,5.81673893063584
"TC0100003183.mm.2",3.1544497114233,2.75318742558664,2.96683391888355,2.86682911910242,2.76518159232212,3.00064363434664,3.14619793827208,3.19555899767509
"TC0200005132.mm.2",7.22803663125136,7.43127162975444,7.54034780142437,7.61869524943049,7.25707994670862,7.24158998103662,7.72763668978887,7.78463798361794
"TC1300001155.mm.2",11.5438441014121,11.7925192816715,11.6237956773445,12.0719328247361,12.2288857334196,12.0482068990908,11.9048979339776,12.1531984684275
"TC1500002033.mm.2",3.47392088597927,3.6951932920528,3.97260622383102,3.39738786992042,3.15993466759065,3.24847855354193,3.10508056156292,3.6667460591052
"TC1900001140.mm.2",4.75994761460319,3.92419731931301,3.60948892916123,4.20733245327354,3.75894500861291,4.09132992698025,3.53799671338024,3.95872851268256
"TC0100000298.mm.2",4.59688482635596,5.5751659109071,3.87140374305144,3.39714803119326,5.88233986587764,5.57109054939731,2.90856094245223,3.69131296187984
"TC0500002927.mm.2",6.09007420408159,5.72840474246034,5.25909367896971,5.39043921218145,5.26143305602137,5.62822519754746,5.42407566823024,4.16048916276228
"TC1800001417.mm.2",7.04683230658545,7.19460915947609,7.77971194781408,7.72429858915069,7.03490180697445,6.71672310679042,7.62096575311408,7.69440426352491
"TC0100002038.mm.2",8.29697923903036,7.99556811704806,8.00695024986747,7.77692723588287,8.85438073930387,7.86806134923389,8.5282986233822,8.38614808980672
"TC0800000975.mm.2",6.15597628259381,6.28913550904448,6.55749228922044,6.99140211922376,6.10585926024585,6.62510011776971,6.16375833414837,6.59815130042691
"TC1100002091.mm.2",5.64784622313992,5.10839942097686,6.5422843245929,5.8376157775231,5.19510414517747,5.64088243053156,6.88685654893831,8.33577451149974
"TC1300000425.mm.2",11.3104874571327,10.4970593172739,10.9062363863264,10.4786543450365,10.7800136483603,11.0337483624889,10.9462464094981,11.1000814399268
"TC0100003549.mm.2",10.2232472325315,9.98182186528117,10.720652362803,11.1436090684664,9.82693201205478,10.0813073030295,10.5369993793977,10.6693385422968
